A1: 3 MB malloc, 13 MB malloc, -5 MB malloc, 18 MB malloc, 16 MB malloc, 0 MB malloc, 2 MB malloc, 19 MB malloc, 23 MB malloc, 6 MB malloc
A746: 29 MB malloc, 36 MB malloc, 24 MB malloc, 41 MB malloc, 39 MB malloc, 29 MB malloc, 31 MB malloc, 42 MB malloc, 46 MB malloc, 35 MB malloc
A747: 5 MB malloc, 10 MB malloc, 2 MB malloc, 15 MB malloc, 13 MB malloc, 7 MB malloc, 9 MB malloc, 16 MB malloc, 20 MB malloc, 13 MB malloc
A748: 7 MB malloc, 9 MB malloc, 7 MB malloc, 14 MB malloc, 12 MB malloc, 12 MB malloc, 14 MB malloc, 15 MB malloc, 19 MB malloc, 18 MB malloc
A749: 13 MB malloc, 16 MB malloc, 12 MB malloc, 21 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 22 MB malloc, 26 MB malloc, 23 MB malloc
A750: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A751: 28 MB malloc, 36 MB malloc, 22 MB malloc, 41 MB malloc, 39 MB malloc, 27 MB malloc, 29 MB malloc, 42 MB malloc, 46 MB malloc, 33 MB malloc
A752: 16 MB malloc, 17 MB malloc, 17 MB malloc, 22 MB malloc, 20 MB malloc, 22 MB malloc, 24 MB malloc, 23 MB malloc, 27 MB malloc, 28 MB malloc
A753: 28 MB malloc, 30 MB malloc, 28 MB malloc, 35 MB malloc, 33 MB malloc, 33 MB malloc, 35 MB malloc, 36 MB malloc, 40 MB malloc, 39 MB malloc
A754: 4 MB malloc, 8 MB malloc, 2 MB malloc, 13 MB malloc, 11 MB malloc, 7 MB malloc, 9 MB malloc, 14 MB malloc, 18 MB malloc, 13 MB malloc
A755: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A756: 28 MB malloc, 31 MB malloc, 27 MB malloc, 36 MB malloc, 34 MB malloc, 32 MB malloc, 34 MB malloc, 37 MB malloc, 41 MB malloc, 38 MB malloc
A757: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A758: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A759: 13 MB malloc, 18 MB malloc, 10 MB malloc, 23 MB malloc, 21 MB malloc, 15 MB malloc, 17 MB malloc, 24 MB malloc, 28 MB malloc, 21 MB malloc
A760: 2 MB malloc, 7 MB malloc, -1 MB malloc, 12 MB malloc, 10 MB malloc, 4 MB malloc, 6 MB malloc, 13 MB malloc, 17 MB malloc, 10 MB malloc
A761: 14 MB malloc, 21 MB malloc, 9 MB malloc, 26 MB malloc, 24 MB malloc, 14 MB malloc, 16 MB malloc, 27 MB malloc, 31 MB malloc, 20 MB malloc
A762: 30 MB malloc, 31 MB malloc, 31 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 38 MB malloc, 37 MB malloc, 41 MB malloc, 42 MB malloc
A763: 28 MB malloc, 30 MB malloc, 28 MB malloc, 35 MB malloc, 33 MB malloc, 33 MB malloc, 35 MB malloc, 36 MB malloc, 40 MB malloc, 39 MB malloc
A764: 22 MB malloc, 24 MB malloc, 22 MB malloc, 29 MB malloc, 27 MB malloc, 27 MB malloc, 29 MB malloc, 30 MB malloc, 34 MB malloc, 33 MB malloc
A765: 8 MB malloc, 13 MB malloc, 5 MB malloc, 18 MB malloc, 16 MB malloc, 10 MB malloc, 12 MB malloc, 19 MB malloc, 23 MB malloc, 16 MB malloc
A766: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A767: 6 MB malloc, 7 MB malloc, 7 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 14 MB malloc, 13 MB malloc, 17 MB malloc, 18 MB malloc
A768: 7 MB malloc, 8 MB malloc, 8 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 15 MB malloc, 14 MB malloc, 18 MB malloc, 19 MB malloc
A769: 2 MB malloc, 6 MB malloc, 0 MB malloc, 11 MB malloc, 9 MB malloc, 5 MB malloc, 7 MB malloc, 12 MB malloc, 16 MB malloc, 11 MB malloc
A770: 7 MB malloc, 8 MB malloc, 8 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 15 MB malloc, 14 MB malloc, 18 MB malloc, 19 MB malloc
A771: 29 MB malloc, 38 MB malloc, 22 MB malloc, 43 MB malloc, 41 MB malloc, 27 MB malloc, 29 MB malloc, 44 MB malloc, 48 MB malloc, 33 MB malloc
A772: 20 MB malloc, 25 MB malloc, 17 MB malloc, 30 MB malloc, 28 MB malloc, 22 MB malloc, 24 MB malloc, 31 MB malloc, 35 MB malloc, 28 MB malloc
A773: 24 MB malloc, 25 MB malloc, 25 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 32 MB malloc, 31 MB malloc, 35 MB malloc, 36 MB malloc
A774: 26 MB malloc, 32 MB malloc, 22 MB malloc, 37 MB malloc, 35 MB malloc, 27 MB malloc, 29 MB malloc, 38 MB malloc, 42 MB malloc, 33 MB malloc
A775: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A776: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A777: 30 MB malloc, 34 MB malloc, 28 MB malloc, 39 MB malloc, 37 MB malloc, 33 MB malloc, 35 MB malloc, 40 MB malloc, 44 MB malloc, 39 MB malloc
A778: 8 MB malloc, 15 MB malloc, 3 MB malloc, 20 MB malloc, 18 MB malloc, 8 MB malloc, 10 MB malloc, 21 MB malloc, 25 MB malloc, 14 MB malloc
A779: 26 MB malloc, 31 MB malloc, 23 MB malloc, 36 MB malloc, 34 MB malloc, 28 MB malloc, 30 MB malloc, 37 MB malloc, 41 MB malloc, 34 MB malloc
A780: 30 MB malloc, 32 MB malloc, 30 MB malloc, 37 MB malloc, 35 MB malloc, 35 MB malloc, 37 MB malloc, 38 MB malloc, 42 MB malloc, 41 MB malloc
A781: 11 MB malloc, 13 MB malloc, 11 MB malloc, 18 MB malloc, 16 MB malloc, 16 MB malloc, 18 MB malloc, 19 MB malloc, 23 MB malloc, 22 MB malloc
A782: 3 MB malloc, 5 MB malloc, 3 MB malloc, 10 MB malloc, 8 MB malloc, 8 MB malloc, 10 MB malloc, 11 MB malloc, 15 MB malloc, 14 MB malloc
A783: 6 MB malloc, 8 MB malloc, 6 MB malloc, 13 MB malloc, 11 MB malloc, 11 MB malloc, 13 MB malloc, 14 MB malloc, 18 MB malloc, 17 MB malloc
A784: 17 MB malloc, 22 MB malloc, 14 MB malloc, 27 MB malloc, 25 MB malloc, 19 MB malloc, 21 MB malloc, 28 MB malloc, 32 MB malloc, 25 MB malloc
A785: 7 MB malloc, 10 MB malloc, 6 MB malloc, 15 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 16 MB malloc, 20 MB malloc, 17 MB malloc
A786: 18 MB malloc, 21 MB malloc, 17 MB malloc, 26 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 27 MB malloc, 31 MB malloc, 28 MB malloc
A787: 4 MB malloc, 8 MB malloc, 2 MB malloc, 13 MB malloc, 11 MB malloc, 7 MB malloc, 9 MB malloc, 14 MB malloc, 18 MB malloc, 13 MB malloc
A788: 12 MB malloc, 15 MB malloc, 11 MB malloc, 20 MB malloc, 18 MB malloc, 16 MB malloc, 18 MB malloc, 21 MB malloc, 25 MB malloc, 22 MB malloc
A789: 17 MB malloc, 24 MB malloc, 12 MB malloc, 29 MB malloc, 27 MB malloc, 17 MB malloc, 19 MB malloc, 30 MB malloc, 34 MB malloc, 23 MB malloc
A790: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A791: 20 MB malloc, 23 MB malloc, 19 MB malloc, 28 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 29 MB malloc, 33 MB malloc, 30 MB malloc
A792: 15 MB malloc, 25 MB malloc, 7 MB malloc, 30 MB malloc, 28 MB malloc, 12 MB malloc, 14 MB malloc, 31 MB malloc, 35 MB malloc, 18 MB malloc
A793: 1 MB malloc, 4 MB malloc, 0 MB malloc, 9 MB malloc, 7 MB malloc, 5 MB malloc, 7 MB malloc, 10 MB malloc, 14 MB malloc, 11 MB malloc
A794: 8 MB malloc, 13 MB malloc, 5 MB malloc, 18 MB malloc, 16 MB malloc, 10 MB malloc, 12 MB malloc, 19 MB malloc, 23 MB malloc, 16 MB malloc
A795: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A796: 25 MB malloc, 27 MB malloc, 25 MB malloc, 32 MB malloc, 30 MB malloc, 30 MB malloc, 32 MB malloc, 33 MB malloc, 37 MB malloc, 36 MB malloc
A797: 28 MB malloc, 33 MB malloc, 25 MB malloc, 38 MB malloc, 36 MB malloc, 30 MB malloc, 32 MB malloc, 39 MB malloc, 43 MB malloc, 36 MB malloc
A798: 27 MB malloc, 28 MB malloc, 28 MB malloc, 33 MB malloc, 31 MB malloc, 33 MB malloc, 35 MB malloc, 34 MB malloc, 38 MB malloc, 39 MB malloc
A799: 26 MB malloc, 28 MB malloc, 26 MB malloc, 33 MB malloc, 31 MB malloc, 31 MB malloc, 33 MB malloc, 34 MB malloc, 38 MB malloc, 37 MB malloc
A800: 2 MB malloc, 5 MB malloc, 1 MB malloc, 10 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 11 MB malloc, 15 MB malloc, 12 MB malloc
A801: 9 MB malloc, 10 MB malloc, 10 MB malloc, 15 MB malloc, 13 MB malloc, 15 MB malloc, 17 MB malloc, 16 MB malloc, 20 MB malloc, 21 MB malloc
A802: 13 MB malloc, 17 MB malloc, 11 MB malloc, 22 MB malloc, 20 MB malloc, 16 MB malloc, 18 MB malloc, 23 MB malloc, 27 MB malloc, 22 MB malloc
A803: 26 MB malloc, 29 MB malloc, 25 MB malloc, 34 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 35 MB malloc, 39 MB malloc, 36 MB malloc
A804: 24 MB malloc, 32 MB malloc, 18 MB malloc, 37 MB malloc, 35 MB malloc, 23 MB malloc, 25 MB malloc, 38 MB malloc, 42 MB malloc, 29 MB malloc
A805: 2 MB malloc, 8 MB malloc, -2 MB malloc, 13 MB malloc, 11 MB malloc, 3 MB malloc, 5 MB malloc, 14 MB malloc, 18 MB malloc, 9 MB malloc
A806: 2 MB malloc, 7 MB malloc, -1 MB malloc, 12 MB malloc, 10 MB malloc, 4 MB malloc, 6 MB malloc, 13 MB malloc, 17 MB malloc, 10 MB malloc
A807: 4 MB malloc, 6 MB malloc, 4 MB malloc, 11 MB malloc, 9 MB malloc, 9 MB malloc, 11 MB malloc, 12 MB malloc, 16 MB malloc, 15 MB malloc
A808: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A809: 25 MB malloc, 33 MB malloc, 19 MB malloc, 38 MB malloc, 36 MB malloc, 24 MB malloc, 26 MB malloc, 39 MB malloc, 43 MB malloc, 30 MB malloc
A810: 1 MB malloc, 5 MB malloc, -1 MB malloc, 10 MB malloc, 8 MB malloc, 4 MB malloc, 6 MB malloc, 11 MB malloc, 15 MB malloc, 10 MB malloc
A811: 21 MB malloc, 28 MB malloc, 16 MB malloc, 33 MB malloc, 31 MB malloc, 21 MB malloc, 23 MB malloc, 34 MB malloc, 38 MB malloc, 27 MB malloc
A812: 4 MB malloc, 8 MB malloc, 2 MB malloc, 13 MB malloc, 11 MB malloc, 7 MB malloc, 9 MB malloc, 14 MB malloc, 18 MB malloc, 13 MB malloc
A813: 12 MB malloc, 19 MB malloc, 7 MB malloc, 24 MB malloc, 22 MB malloc, 12 MB malloc, 14 MB malloc, 25 MB malloc, 29 MB malloc, 18 MB malloc
A814: 12 MB malloc, 20 MB malloc, 6 MB malloc, 25 MB malloc, 23 MB malloc, 11 MB malloc, 13 MB malloc, 26 MB malloc, 30 MB malloc, 17 MB malloc
A815: 1 MB malloc, 8 MB malloc, -4 MB malloc, 13 MB malloc, 11 MB malloc, 1 MB malloc, 3 MB malloc, 14 MB malloc, 18 MB malloc, 7 MB malloc
A816: 24 MB malloc, 27 MB malloc, 23 MB malloc, 32 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 33 MB malloc, 37 MB malloc, 34 MB malloc
A817: 30 MB malloc, 35 MB malloc, 27 MB malloc, 40 MB malloc, 38 MB malloc, 32 MB malloc, 34 MB malloc, 41 MB malloc, 45 MB malloc, 38 MB malloc
A818: 18 MB malloc, 19 MB malloc, 19 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 26 MB malloc, 25 MB malloc, 29 MB malloc, 30 MB malloc
A819: 8 MB malloc, 11 MB malloc, 7 MB malloc, 16 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 17 MB malloc, 21 MB malloc, 18 MB malloc
A820: 11 MB malloc, 16 MB malloc, 8 MB malloc, 21 MB malloc, 19 MB malloc, 13 MB malloc, 15 MB malloc, 22 MB malloc, 26 MB malloc, 19 MB malloc
A821: 14 MB malloc, 17 MB malloc, 13 MB malloc, 22 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 23 MB malloc, 27 MB malloc, 24 MB malloc
A822: 16 MB malloc, 17 MB malloc, 17 MB malloc, 22 MB malloc, 20 MB malloc, 22 MB malloc, 24 MB malloc, 23 MB malloc, 27 MB malloc, 28 MB malloc
A823: 11 MB malloc, 14 MB malloc, 10 MB malloc, 19 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 20 MB malloc, 24 MB malloc, 21 MB malloc
A824: 14 MB malloc, 15 MB malloc, 15 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 22 MB malloc, 21 MB malloc, 25 MB malloc, 26 MB malloc
A825: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A826: 22 MB malloc, 26 MB malloc, 20 MB malloc, 31 MB malloc, 29 MB malloc, 25 MB malloc, 27 MB malloc, 32 MB malloc, 36 MB malloc, 31 MB malloc
A827: 24 MB malloc, 28 MB malloc, 22 MB malloc, 33 MB malloc, 31 MB malloc, 27 MB malloc, 29 MB malloc, 34 MB malloc, 38 MB malloc, 33 MB malloc
A828: 2 MB malloc, 3 MB malloc, 3 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 10 MB malloc, 9 MB malloc, 13 MB malloc, 14 MB malloc
A829: 24 MB malloc, 31 MB malloc, 19 MB malloc, 36 MB malloc, 34 MB malloc, 24 MB malloc, 26 MB malloc, 37 MB malloc, 41 MB malloc, 30 MB malloc
A830: 23 MB malloc, 24 MB malloc, 24 MB malloc, 29 MB malloc, 27 MB malloc, 29 MB malloc, 31 MB malloc, 30 MB malloc, 34 MB malloc, 35 MB malloc
A831: 1 MB malloc, 3 MB malloc, 1 MB malloc, 8 MB malloc, 6 MB malloc, 6 MB malloc, 8 MB malloc, 9 MB malloc, 13 MB malloc, 12 MB malloc
A832: 24 MB malloc, 30 MB malloc, 20 MB malloc, 35 MB malloc, 33 MB malloc, 25 MB malloc, 27 MB malloc, 36 MB malloc, 40 MB malloc, 31 MB malloc
A833: 12 MB malloc, 13 MB malloc, 13 MB malloc, 18 MB malloc, 16 MB malloc, 18 MB malloc, 20 MB malloc, 19 MB malloc, 23 MB malloc, 24 MB malloc
A834: 16 MB malloc, 20 MB malloc, 14 MB malloc, 25 MB malloc, 23 MB malloc, 19 MB malloc, 21 MB malloc, 26 MB malloc, 30 MB malloc, 25 MB malloc
A835: 16 MB malloc, 18 MB malloc, 16 MB malloc, 23 MB malloc, 21 MB malloc, 21 MB malloc, 23 MB malloc, 24 MB malloc, 28 MB malloc, 27 MB malloc
A836: 29 MB malloc, 37 MB malloc, 23 MB malloc, 42 MB malloc, 40 MB malloc, 28 MB malloc, 30 MB malloc, 43 MB malloc, 47 MB malloc, 34 MB malloc
A837: 15 MB malloc, 16 MB malloc, 16 MB malloc, 21 MB malloc, 19 MB malloc, 21 MB malloc, 23 MB malloc, 22 MB malloc, 26 MB malloc, 27 MB malloc
A838: 25 MB malloc, 28 MB malloc, 24 MB malloc, 33 MB malloc, 31 MB malloc, 29 MB malloc, 31 MB malloc, 34 MB malloc, 38 MB malloc, 35 MB malloc
A839: 16 MB malloc, 17 MB malloc, 17 MB malloc, 22 MB malloc, 20 MB malloc, 22 MB malloc, 24 MB malloc, 23 MB malloc, 27 MB malloc, 28 MB malloc
A840: 7 MB malloc, 15 MB malloc, 1 MB malloc, 20 MB malloc, 18 MB malloc, 6 MB malloc, 8 MB malloc, 21 MB malloc, 25 MB malloc, 12 MB malloc
A841: 6 MB malloc, 12 MB malloc, 2 MB malloc, 17 MB malloc, 15 MB malloc, 7 MB malloc, 9 MB malloc, 18 MB malloc, 22 MB malloc, 13 MB malloc
A842: 21 MB malloc, 23 MB malloc, 21 MB malloc, 28 MB malloc, 26 MB malloc, 26 MB malloc, 28 MB malloc, 29 MB malloc, 33 MB malloc, 32 MB malloc
A843: 20 MB malloc, 24 MB malloc, 18 MB malloc, 29 MB malloc, 27 MB malloc, 23 MB malloc, 25 MB malloc, 30 MB malloc, 34 MB malloc, 29 MB malloc
A844: 30 MB malloc, 33 MB malloc, 29 MB malloc, 38 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 39 MB malloc, 43 MB malloc, 40 MB malloc
A845: 4 MB malloc, 5 MB malloc, 5 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 12 MB malloc, 11 MB malloc, 15 MB malloc, 16 MB malloc
A846: 18 MB malloc, 19 MB malloc, 19 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 26 MB malloc, 25 MB malloc, 29 MB malloc, 30 MB malloc
A847: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A848: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A849: 30 MB malloc, 31 MB malloc, 31 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 38 MB malloc, 37 MB malloc, 41 MB malloc, 42 MB malloc
A850: 10 MB malloc, 13 MB malloc, 9 MB malloc, 18 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 19 MB malloc, 23 MB malloc, 20 MB malloc
A851: 20 MB malloc, 23 MB malloc, 19 MB malloc, 28 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 29 MB malloc, 33 MB malloc, 30 MB malloc
A852: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A853: 14 MB malloc, 20 MB malloc, 10 MB malloc, 25 MB malloc, 23 MB malloc, 15 MB malloc, 17 MB malloc, 26 MB malloc, 30 MB malloc, 21 MB malloc
A854: 20 MB malloc, 23 MB malloc, 19 MB malloc, 28 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 29 MB malloc, 33 MB malloc, 30 MB malloc
A855: 30 MB malloc, 34 MB malloc, 28 MB malloc, 39 MB malloc, 37 MB malloc, 33 MB malloc, 35 MB malloc, 40 MB malloc, 44 MB malloc, 39 MB malloc
A856: 30 MB malloc, 34 MB malloc, 28 MB malloc, 39 MB malloc, 37 MB malloc, 33 MB malloc, 35 MB malloc, 40 MB malloc, 44 MB malloc, 39 MB malloc
A857: 9 MB malloc, 10 MB malloc, 10 MB malloc, 15 MB malloc, 13 MB malloc, 15 MB malloc, 17 MB malloc, 16 MB malloc, 20 MB malloc, 21 MB malloc
A858: 8 MB malloc, 9 MB malloc, 9 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 16 MB malloc, 15 MB malloc, 19 MB malloc, 20 MB malloc
A859: 9 MB malloc, 11 MB malloc, 9 MB malloc, 16 MB malloc, 14 MB malloc, 14 MB malloc, 16 MB malloc, 17 MB malloc, 21 MB malloc, 20 MB malloc
A860: 19 MB malloc, 24 MB malloc, 16 MB malloc, 29 MB malloc, 27 MB malloc, 21 MB malloc, 23 MB malloc, 30 MB malloc, 34 MB malloc, 27 MB malloc
A861: 12 MB malloc, 14 MB malloc, 12 MB malloc, 19 MB malloc, 17 MB malloc, 17 MB malloc, 19 MB malloc, 20 MB malloc, 24 MB malloc, 23 MB malloc
A862: 27 MB malloc, 32 MB malloc, 24 MB malloc, 37 MB malloc, 35 MB malloc, 29 MB malloc, 31 MB malloc, 38 MB malloc, 42 MB malloc, 35 MB malloc
A863: 19 MB malloc, 22 MB malloc, 18 MB malloc, 27 MB malloc, 25 MB malloc, 23 MB malloc, 25 MB malloc, 28 MB malloc, 32 MB malloc, 29 MB malloc
A864: 9 MB malloc, 10 MB malloc, 10 MB malloc, 15 MB malloc, 13 MB malloc, 15 MB malloc, 17 MB malloc, 16 MB malloc, 20 MB malloc, 21 MB malloc
A865: 14 MB malloc, 17 MB malloc, 13 MB malloc, 22 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 23 MB malloc, 27 MB malloc, 24 MB malloc
A866: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A867: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A868: 13 MB malloc, 14 MB malloc, 14 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 21 MB malloc, 20 MB malloc, 24 MB malloc, 25 MB malloc
A869: 17 MB malloc, 19 MB malloc, 17 MB malloc, 24 MB malloc, 22 MB malloc, 22 MB malloc, 24 MB malloc, 25 MB malloc, 29 MB malloc, 28 MB malloc
A870: 8 MB malloc, 14 MB malloc, 4 MB malloc, 19 MB malloc, 17 MB malloc, 9 MB malloc, 11 MB malloc, 20 MB malloc, 24 MB malloc, 15 MB malloc
A871: 7 MB malloc, 8 MB malloc, 8 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 15 MB malloc, 14 MB malloc, 18 MB malloc, 19 MB malloc
A872: 14 MB malloc, 17 MB malloc, 13 MB malloc, 22 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 23 MB malloc, 27 MB malloc, 24 MB malloc
A873: 20 MB malloc, 21 MB malloc, 21 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 28 MB malloc, 27 MB malloc, 31 MB malloc, 32 MB malloc
A874: 27 MB malloc, 29 MB malloc, 27 MB malloc, 34 MB malloc, 32 MB malloc, 32 MB malloc, 34 MB malloc, 35 MB malloc, 39 MB malloc, 38 MB malloc
A875: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A876: 26 MB malloc, 28 MB malloc, 26 MB malloc, 33 MB malloc, 31 MB malloc, 31 MB malloc, 33 MB malloc, 34 MB malloc, 38 MB malloc, 37 MB malloc
A877: 22 MB malloc, 23 MB malloc, 23 MB malloc, 28 MB malloc, 26 MB malloc, 28 MB malloc, 30 MB malloc, 29 MB malloc, 33 MB malloc, 34 MB malloc
A878: 1 MB malloc, 6 MB malloc, -2 MB malloc, 11 MB malloc, 9 MB malloc, 3 MB malloc, 5 MB malloc, 12 MB malloc, 16 MB malloc, 9 MB malloc
A879: 30 MB malloc, 38 MB malloc, 24 MB malloc, 43 MB malloc, 41 MB malloc, 29 MB malloc, 31 MB malloc, 44 MB malloc, 48 MB malloc, 35 MB malloc
A880: 16 MB malloc, 17 MB malloc, 17 MB malloc, 22 MB malloc, 20 MB malloc, 22 MB malloc, 24 MB malloc, 23 MB malloc, 27 MB malloc, 28 MB malloc
A881: 7 MB malloc, 8 MB malloc, 8 MB malloc, 13 MB malloc, 11 MB malloc, 13 MB malloc, 15 MB malloc, 14 MB malloc, 18 MB malloc, 19 MB malloc
A882: 14 MB malloc, 18 MB malloc, 12 MB malloc, 23 MB malloc, 21 MB malloc, 17 MB malloc, 19 MB malloc, 24 MB malloc, 28 MB malloc, 23 MB malloc
A883: 13 MB malloc, 16 MB malloc, 12 MB malloc, 21 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 22 MB malloc, 26 MB malloc, 23 MB malloc
A884: 21 MB malloc, 23 MB malloc, 21 MB malloc, 28 MB malloc, 26 MB malloc, 26 MB malloc, 28 MB malloc, 29 MB malloc, 33 MB malloc, 32 MB malloc
A885: 21 MB malloc, 22 MB malloc, 22 MB malloc, 27 MB malloc, 25 MB malloc, 27 MB malloc, 29 MB malloc, 28 MB malloc, 32 MB malloc, 33 MB malloc
A886: 24 MB malloc, 29 MB malloc, 21 MB malloc, 34 MB malloc, 32 MB malloc, 26 MB malloc, 28 MB malloc, 35 MB malloc, 39 MB malloc, 32 MB malloc
A887: 21 MB malloc, 26 MB malloc, 18 MB malloc, 31 MB malloc, 29 MB malloc, 23 MB malloc, 25 MB malloc, 32 MB malloc, 36 MB malloc, 29 MB malloc
A888: 4 MB malloc, 8 MB malloc, 2 MB malloc, 13 MB malloc, 11 MB malloc, 7 MB malloc, 9 MB malloc, 14 MB malloc, 18 MB malloc, 13 MB malloc
A889: 10 MB malloc, 11 MB malloc, 11 MB malloc, 16 MB malloc, 14 MB malloc, 16 MB malloc, 18 MB malloc, 17 MB malloc, 21 MB malloc, 22 MB malloc
A890: 23 MB malloc, 24 MB malloc, 24 MB malloc, 29 MB malloc, 27 MB malloc, 29 MB malloc, 31 MB malloc, 30 MB malloc, 34 MB malloc, 35 MB malloc
A891: 27 MB malloc, 28 MB malloc, 28 MB malloc, 33 MB malloc, 31 MB malloc, 33 MB malloc, 35 MB malloc, 34 MB malloc, 38 MB malloc, 39 MB malloc
A892: 9 MB malloc, 13 MB malloc, 7 MB malloc, 18 MB malloc, 16 MB malloc, 12 MB malloc, 14 MB malloc, 19 MB malloc, 23 MB malloc, 18 MB malloc
A893: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A894: 5 MB malloc, 9 MB malloc, 3 MB malloc, 14 MB malloc, 12 MB malloc, 8 MB malloc, 10 MB malloc, 15 MB malloc, 19 MB malloc, 14 MB malloc
